"IDCREDITO","Duracao","HistoricoCredito","Proposito","Valor","Investimentos","Emprego","TempoParcelamento","EstadoCivil","FiadorTerceiros","ResidenciaDesde","Idade","OutrosFinanciamentos","Habitacao","EmprestimoExistente","Profissao","Dependentes","SocioEmpresa","Status","proposta","financiamentos","profissao","emprego","histcredito","fiador","residencia","estadocivil","investimentos"
804,12,1,1,976,1,2,4,4,3,4,35,3,1,2,4,1,0,1,"reforma","nenhum","qualificado",">=7","Critico-outros creditos","nao","proria","Viuvo","Desconhecido\\n"
805,12,2,4,7472,1,5,1,1,3,2,24,3,3,1,2,1,0,1,"veiculo novo","nenhum","desempregado","Desempregado","existentes/pagos","nao","alugada","Solteiro","Desconhecido\\n"
806,36,2,4,9271,2,4,2,4,3,1,24,3,1,1,4,1,1,0,"veiculo novo","nenhum","qualificado","4<=X<7","existentes/pagos","nao","proria","Viuvo","<100\\n"
807,6,2,1,590,2,1,3,3,3,3,26,3,1,1,3,1,0,1,"reforma","nenhum","nao qualificado","<1","existentes/pagos","nao","proria","Divorciado","<100\\n"
808,12,1,1,930,1,2,4,4,3,4,65,3,1,4,4,1,0,1,"reforma","nenhum","qualificado",">=7","Critico-outros creditos","nao","proria","Viuvo","Desconhecido\\n"
809,42,5,5,9283,2,5,1,4,3,2,55,1,2,1,1,1,1,1,"veiculo usado","banco","altamente qualificado/empresario","Desempregado","todos pagos","nao","de graca","Viuvo","<100\\n"
810,15,4,4,1778,2,1,2,1,3,1,26,3,3,2,2,1,0,0,"veiculo novo","nenhum","desempregado","<1","sem creditos/todos pagos","nao","alugada","Solteiro","<100\\n"
811,8,2,6,907,2,1,3,3,3,2,26,3,1,1,4,1,1,1,"abrir negocio","nenhum","qualificado","<1","existentes/pagos","nao","proria","Divorciado","<100\\n"
812,6,2,1,484,2,4,3,3,4,3,28,1,1,1,3,1,0,1,"reforma","banco","nao qualificado","4<=X<7","existentes/pagos","sim","proria","Divorciado","<100\\n"
813,36,1,5,9629,2,4,4,4,3,4,24,3,1,2,4,1,1,0,"veiculo usado","nenhum","qualificado","4<=X<7","Critico-outros creditos","nao","proria","Viuvo","<100\\n"
814,48,2,7,3051,2,3,3,4,3,4,54,3,1,1,4,1,0,0,"quitar divida","nenhum","qualificado","1<=X<4","existentes/pagos","nao","proria","Viuvo","<100\\n"
799,24,0,4,717,1,2,4,3,3,4,54,3,1,2,4,1,1,1,"veiculo novo","nenhum","qualificado",">=7",NULL,"nao","proria","Divorciado","Desconhecido\\n"
844,24,0,6,1559,2,4,4,4,3,4,50,1,1,1,4,1,1,1,"abrir negocio","banco","qualificado","4<=X<7",NULL,"nao","proria","Viuvo","<100\\n"
833,45,4,6,11816,2,2,2,4,3,4,29,3,3,2,4,1,0,0,"abrir negocio","nenhum","qualificado",">=7","sem creditos/todos pagos","nao","alugada","Viuvo","<100\\n"
835,15,2,1,2327,2,1,2,1,3,3,25,3,1,1,3,1,0,0,"reforma","nenhum","nao qualificado","<1","existentes/pagos","nao","proria","Solteiro","<100\\n"
2,48,2,1,5951,2,3,2,1,3,2,22,3,1,1,4,1,0,0,"reforma","nenhum","qualificado","1<=X<4","existentes/pagos","nao","proria","Solteiro","<100\\n"
3,12,1,2,2096,2,4,2,4,3,3,49,3,1,1,3,2,0,1,"educacao","nenhum","nao qualificado","4<=X<7","Critico-outros creditos","nao","proria","Viuvo","<100\\n"
4,42,2,3,7882,2,4,2,4,4,4,45,3,2,1,4,2,0,1,"moveis","nenhum","qualificado","4<=X<7","existentes/pagos","sim","de graca","Viuvo","<100\\n"
5,24,3,4,4870,2,3,3,4,3,4,53,3,2,2,4,2,0,0,"veiculo novo","nenhum","qualificado","1<=X<4","Atrasos anteriores","nao","de graca","Viuvo","<100\\n"
6,36,2,2,9055,1,3,2,4,3,4,35,3,2,1,3,2,1,1,"educacao","nenhum","nao qualificado","1<=X<4","existentes/pagos","nao","de graca","Viuvo","Desconhecido\\n"
7,24,2,3,2835,3,2,3,4,3,4,53,3,1,1,4,1,0,1,"moveis","nenhum","qualificado",">=7","existentes/pagos","nao","proria","Viuvo","500<=X<1000"
9,12,2,1,3059,4,4,2,2,3,4,61,3,1,1,3,1,0,1,"reforma","nenhum","nao qualificado","4<=X<7","existentes/pagos","nao","proria","Casado",">=1000"
11,12,2,4,1295,2,1,3,1,3,1,25,3,3,1,4,1,0,0,"veiculo novo","nenhum","qualificado","<1","existentes/pagos","nao","alugada","Solteiro","<100\\n"
13,12,2,1,1567,2,3,1,1,3,1,22,3,1,1,4,1,1,1,"reforma","nenhum","qualificado","1<=X<4","existentes/pagos","nao","proria","Solteiro","<100\\n"
14,24,1,4,1199,2,2,4,4,3,4,60,3,1,2,3,1,0,0,"veiculo novo","nenhum","nao qualificado",">=7","Critico-outros creditos","nao","proria","Viuvo","<100\\n"
16,24,2,1,1282,5,3,4,1,3,2,32,3,1,1,3,1,0,0,"reforma","nenhum","nao qualificado","1<=X<4","existentes/pagos","nao","proria","Solteiro","100<=X<500"
17,24,1,1,2424,1,2,4,4,3,4,53,3,1,2,4,1,0,1,"reforma","nenhum","qualificado",">=7","Critico-outros creditos","nao","proria","Viuvo","Desconhecido\\n"
145,21,1,3,2288,2,NULL,4,1,3,4,23,3,NULL,1,4,1,1,1,"moveis","nenhum","qualificado",NULL,"Critico-outros creditos","nao",NULL,"Solteiro","<100\\n"
18,30,4,6,8072,1,1,2,4,3,3,25,1,1,3,4,1,0,1,"abrir negocio","banco","qualificado","<1","sem creditos/todos pagos","nao","proria","Viuvo","Desconhecido\\n"
19,24,2,5,12579,2,2,4,1,3,2,44,3,2,1,1,1,1,0,"veiculo usado","nenhum","altamente qualificado/empresario",">=7","existentes/pagos","nao","de graca","Solteiro","<100\\n"
20,24,2,1,3430,3,2,3,4,3,2,31,3,1,1,4,2,1,1,"reforma","nenhum","qualificado",">=7","existentes/pagos","nao","proria","Viuvo","500<=X<1000"
21,9,1,4,2134,2,3,4,4,3,4,48,3,1,3,4,1,1,1,"veiculo novo","nenhum","qualificado","1<=X<4","Critico-outros creditos","nao","proria","Viuvo","<100\\n"
818,6,1,1,1554,2,4,1,1,3,2,24,3,3,2,4,1,1,1,"reforma","nenhum","qualificado","4<=X<7","Critico-outros creditos","nao","alugada","Solteiro","<100\\n"
819,36,2,9,15857,2,5,2,2,2,3,43,3,1,1,1,1,0,1,"outros","nenhum","altamente qualificado/empresario","Desempregado","existentes/pagos","co requerente","proria","Casado","<100\\n"
820,18,2,1,1345,2,3,4,3,3,3,26,1,1,1,4,1,0,0,"reforma","banco","qualificado","1<=X<4","existentes/pagos","nao","proria","Divorciado","<100\\n"
821,12,2,4,1101,2,3,3,3,3,2,27,3,1,2,4,1,1,1,"veiculo novo","nenhum","qualificado","1<=X<4","existentes/pagos","nao","proria","Divorciado","<100\\n"
822,12,2,1,3016,2,3,3,3,3,1,24,3,1,1,4,1,0,1,"reforma","nenhum","qualificado","1<=X<4","existentes/pagos","nao","proria","Divorciado","<100\\n"
824,8,1,4,731,2,2,4,4,3,4,47,3,1,2,3,1,0,1,"veiculo novo","nenhum","nao qualificado",">=7","Critico-outros creditos","nao","proria","Viuvo","<100\\n"
825,18,1,3,3780,2,1,3,2,3,2,35,3,1,2,1,1,1,1,"moveis","nenhum","altamente qualificado/empresario","<1","Critico-outros creditos","nao","proria","Casado","<100\\n"
826,21,1,4,1602,2,2,4,3,3,3,30,3,1,2,4,1,1,1,"veiculo novo","nenhum","qualificado",">=7","Critico-outros creditos","nao","proria","Divorciado","<100\\n"
827,18,1,4,3966,2,2,1,1,3,4,33,1,3,3,4,1,1,0,"veiculo novo","banco","qualificado",">=7","Critico-outros creditos","nao","alugada","Solteiro","<100\\n"
828,18,4,6,4165,2,3,2,4,3,2,36,2,1,2,4,2,0,0,"abrir negocio","loja","qualificado","1<=X<4","sem creditos/todos pagos","nao","proria","Viuvo","<100\\n"
829,36,2,5,8335,1,2,3,4,3,4,47,3,2,1,4,1,0,0,"veiculo usado","nenhum","qualificado",">=7","existentes/pagos","nao","de graca","Viuvo","Desconhecido\\n"
830,48,3,6,6681,1,3,4,4,3,4,38,3,2,1,4,2,1,1,"abrir negocio","nenhum","qualificado","1<=X<4","Atrasos anteriores","nao","de graca","Viuvo","Desconhecido\\n"
831,24,3,6,2375,3,3,4,4,3,2,44,3,1,2,4,2,1,1,"abrir negocio","nenhum","qualificado","1<=X<4","Atrasos anteriores","nao","proria","Viuvo","500<=X<1000"
832,18,2,4,1216,2,1,4,1,3,3,23,3,3,1,4,1,1,0,"veiculo novo","nenhum","qualificado","<1","existentes/pagos","nao","alugada","Solteiro","<100\\n"
845,18,2,3,3422,2,2,4,4,3,4,47,1,1,3,4,2,1,1,"moveis","banco","qualificado",">=7","existentes/pagos","nao","proria","Viuvo","<100\\n"
846,21,2,3,3976,1,4,2,4,3,3,35,3,1,1,4,1,1,1,"moveis","nenhum","qualificado","4<=X<7","existentes/pagos","nao","proria","Viuvo","Desconhecido\\n"
847,18,2,4,6761,1,3,2,4,3,4,68,3,3,2,4,1,0,0,"veiculo novo","nenhum","qualificado","1<=X<4","existentes/pagos","nao","alugada","Viuvo","Desconhecido\\n"
848,24,2,4,1249,2,1,4,3,3,2,28,3,1,1,4,1,0,1,"veiculo novo","nenhum","qualificado","<1","existentes/pagos","nao","proria","Divorciado","<100\\n"
849,9,2,1,1364,2,4,3,4,3,4,59,3,1,1,4,1,0,1,"reforma","nenhum","qualificado","4<=X<7","existentes/pagos","nao","proria","Viuvo","<100\\n"
850,12,2,1,709,2,2,4,4,3,4,57,2,1,1,3,1,0,0,"reforma","loja","nao qualificado",">=7","existentes/pagos","nao","proria","Viuvo","<100\\n"
851,20,1,4,2235,2,3,4,3,4,2,33,1,3,2,4,1,0,0,"veiculo novo","banco","qualificado","1<=X<4","Critico-outros creditos","sim","alugada","Divorciado","<100\\n"
852,24,1,5,4042,1,4,3,4,3,4,43,3,1,2,4,1,1,1,"veiculo usado","nenhum","qualificado","4<=X<7","Critico-outros creditos","nao","proria","Viuvo","Desconhecido\\n"
775,12,1,4,1480,3,5,2,4,3,4,66,1,2,3,2,1,0,1,"veiculo novo","banco","desempregado","Desempregado","Critico-outros creditos","nao","de graca","Viuvo","500<=X<1000"
776,24,2,4,1371,1,3,4,1,3,4,25,3,3,1,4,1,0,0,"veiculo novo","nenhum","qualificado","1<=X<4","existentes/pagos","nao","alugada","Solteiro","Desconhecido\\n"
777,36,1,4,3535,2,4,4,4,3,4,37,3,1,2,4,1,1,1,"veiculo novo","nenhum","qualificado","4<=X<7","Critico-outros creditos","nao","proria","Viuvo","<100\\n"
778,18,2,1,3509,2,4,4,1,4,1,25,3,1,1,4,1,0,1,"reforma","nenhum","qualificado","4<=X<7","existentes/pagos","sim","proria","Solteiro","<100\\n"
779,36,1,5,5711,4,2,4,4,3,2,38,3,1,2,1,1,1,1,"veiculo usado","nenhum","altamente qualificado/empresario",">=7","Critico-outros creditos","nao","proria","Viuvo",">=1000"
780,18,2,8,3872,2,5,2,1,3,4,67,3,1,1,4,1,1,1,"reforma casa","nenhum","qualificado","Desempregado","existentes/pagos","nao","proria","Solteiro","<100\\n"
45,48,1,5,6143,2,NULL,4,1,3,4,58,2,2,2,999,1,0,0,"veiculo usado","loja",NULL,NULL,"Critico-outros creditos","nao","de graca","Solteiro","<100\\n"
853,15,1,1,1471,2,3,4,4,3,4,35,3,2,2,4,1,1,1,"reforma","nenhum","qualificado","1<=X<4","Critico-outros creditos","nao","de graca","Viuvo","<100\\n"
854,18,5,4,1442,2,4,4,4,3,4,32,3,2,2,3,2,0,0,"veiculo novo","nenhum","nao qualificado","4<=X<7","todos pagos","nao","de graca","Viuvo","<100\\n"
855,36,3,4,10875,2,2,2,4,3,2,45,3,1,2,4,2,1,1,"veiculo novo","nenhum","qualificado",">=7","Atrasos anteriores","nao","proria","Viuvo","<100\\n"
856,24,2,4,1474,5,1,4,3,3,3,33,3,1,1,4,1,1,1,"veiculo novo","nenhum","qualificado","<1","existentes/pagos","nao","proria","Divorciado","100<=X<500"
857,10,2,10,894,1,4,4,1,3,3,40,3,1,1,4,1,1,1,"qualificacao","nenhum","qualificado","4<=X<7","existentes/pagos","nao","proria","Solteiro","Desconhecido\\n"
858,15,1,3,3343,2,3,4,4,3,2,28,3,2,1,4,1,1,1,"moveis","nenhum","qualificado","1<=X<4","Critico-outros creditos","nao","de graca","Viuvo","<100\\n"
859,15,2,4,3959,2,3,3,1,3,2,29,3,1,1,4,1,1,0,"veiculo novo","nenhum","qualificado","1<=X<4","existentes/pagos","nao","proria","Solteiro","<100\\n"
860,9,2,4,3577,5,3,1,4,4,2,26,3,3,1,4,2,0,1,"veiculo novo","nenhum","qualificado","1<=X<4","existentes/pagos","sim","alugada","Viuvo","100<=X<500"
861,24,1,5,5804,4,3,4,4,3,2,27,3,1,2,4,1,0,1,"veiculo usado","nenhum","qualificado","1<=X<4","Critico-outros creditos","nao","proria","Viuvo",">=1000"
862,18,3,6,2169,2,3,4,3,3,2,28,3,1,1,4,1,1,0,"abrir negocio","nenhum","qualificado","1<=X<4","Atrasos anteriores","nao","proria","Divorciado","<100\\n"
863,24,2,1,2439,2,1,4,1,3,4,35,3,1,1,4,1,1,0,"reforma","nenhum","qualificado","<1","existentes/pagos","nao","proria","Solteiro","<100\\n"
864,27,1,3,4526,4,1,4,4,3,2,32,2,1,2,3,2,1,1,"moveis","loja","nao qualificado","<1","Critico-outros creditos","nao","proria","Viuvo",">=1000"
865,10,2,3,2210,2,3,2,4,3,2,25,1,3,1,3,1,0,0,"moveis","banco","nao qualificado","1<=X<4","existentes/pagos","nao","alugada","Viuvo","<100\\n"
866,15,2,3,2221,3,3,2,1,3,4,20,3,3,1,4,1,0,1,"moveis","nenhum","qualificado","1<=X<4","existentes/pagos","nao","alugada","Solteiro","500<=X<1000"
867,18,2,1,2389,2,1,4,1,3,1,27,2,1,1,4,1,0,1,"reforma","loja","qualificado","<1","existentes/pagos","nao","proria","Solteiro","<100\\n"
868,12,1,3,3331,2,2,2,4,3,4,42,2,1,1,4,1,0,1,"moveis","loja","qualificado",">=7","Critico-outros creditos","nao","proria","Viuvo","<100\\n"
869,36,2,6,7409,1,2,3,4,3,2,37,3,1,2,4,1,0,1,"abrir negocio","nenhum","qualificado",">=7","existentes/pagos","nao","proria","Viuvo","Desconhecido\\n"
870,12,2,3,652,2,2,4,1,3,4,24,3,3,1,4,1,0,1,"moveis","nenhum","qualificado",">=7","existentes/pagos","nao","alugada","Solteiro","<100\\n"
871,36,3,3,7678,3,4,2,1,3,4,40,3,1,2,4,1,1,1,"moveis","nenhum","qualificado","4<=X<7","Atrasos anteriores","nao","proria","Solteiro","500<=X<1000"
872,6,1,4,1343,2,2,1,4,3,4,46,3,1,2,4,2,0,1,"veiculo novo","nenhum","qualificado",">=7","Critico-outros creditos","nao","proria","Viuvo","<100\\n"
960,24,2,3,3069,5,NULL,4,4,3,NULL,30,3,2,1,4,1,0,1,"moveis","nenhum","qualificado",NULL,"existentes/pagos","nao","de graca","Viuvo","100<=X<500"
876,11,1,4,1322,4,3,4,1,3,4,40,3,1,2,4,1,0,1,"veiculo novo","nenhum","qualificado","1<=X<4","Critico-outros creditos","nao","proria","Solteiro",">=1000"
234,18,0,1,866,2,3,4,3,4,2,25,3,1,1,3,1,0,1,"reforma","nenhum","nao qualificado","1<=X<4",NULL,"sim","proria","Divorciado","<100\\n"
474,6,0,10,1238,1,5,4,4,3,4,36,3,1,1,1,2,1,1,"qualificacao","nenhum","altamente qualificado/empresario","Desempregado",NULL,"nao","proria","Viuvo","Desconhecido\\n"
565,24,0,6,4712,1,3,4,4,3,2,37,1,1,2,1,1,1,1,"abrir negocio","banco","altamente qualificado/empresario","1<=X<4",NULL,"nao","proria","Viuvo","Desconhecido\\n"
873,24,1,6,1382,5,4,4,4,3,1,26,3,1,2,4,1,1,1,"abrir negocio","nenhum","qualificado","4<=X<7","Critico-outros creditos","nao","proria","Viuvo","100<=X<500"
874,15,2,7,874,1,1,4,1,3,1,24,3,1,1,4,1,0,1,"quitar divida","nenhum","qualificado","<1","existentes/pagos","nao","proria","Solteiro","Desconhecido\\n"
875,12,2,3,3590,2,3,2,4,2,2,29,3,1,1,3,2,0,1,"moveis","nenhum","nao qualificado","1<=X<4","existentes/pagos","co requerente","proria","Viuvo","<100\\n"
888,48,2,6,15672,2,3,2,4,3,2,23,3,1,1,4,1,1,0,"abrir negocio","nenhum","qualificado","1<=X<4","existentes/pagos","nao","proria","Viuvo","<100\\n"
22,6,2,1,2647,3,3,2,4,3,3,44,3,3,1,4,2,0,1,"reforma","nenhum","qualificado","1<=X<4","existentes/pagos","nao","alugada","Viuvo","500<=X<1000"
23,10,1,4,2241,2,1,1,4,3,3,48,3,3,2,3,2,0,1,"veiculo novo","nenhum","nao qualificado","<1","Critico-outros creditos","nao","alugada","Viuvo","<100\\n"
24,12,1,5,1804,5,1,3,4,3,4,44,3,1,1,4,1,0,1,"veiculo usado","nenhum","qualificado","<1","Critico-outros creditos","nao","proria","Viuvo","100<=X<500"
25,10,1,3,2069,1,3,2,3,3,1,26,3,1,2,4,1,0,1,"moveis","nenhum","qualificado","1<=X<4","Critico-outros creditos","nao","proria","Divorciado","Desconhecido\\n"
26,6,2,3,1374,2,3,1,4,3,2,36,1,1,1,3,1,1,1,"moveis","banco","nao qualificado","1<=X<4","existentes/pagos","nao","proria","Viuvo","<100\\n"
943,24,2,3,929,1,4,4,4,3,2,31,2,1,1,4,1,1,1,"moveis","loja","qualificado","4<=X<7","existentes/pagos","nao","proria","Viuvo","Desconhecido\\n"
842,21,3,5,2993,2,3,3,4,3,2,28,2,1,2,3,1,0,1,"veiculo usado","loja","nao qualificado","1<=X<4","Atrasos anteriores","nao","proria","Viuvo","<100\\n"
843,18,2,8,1943,2,1,4,1,3,4,23,3,1,1,4,1,0,0,"reforma casa","nenhum","qualificado","<1","existentes/pagos","nao","proria","Solteiro","<100\\n"
815,48,2,4,3931,2,4,4,4,3,4,46,3,2,1,4,2,0,0,"veiculo novo","nenhum","qualificado","4<=X<7","existentes/pagos","nao","de graca","Viuvo","<100\\n"
816,36,3,4,7432,2,3,2,1,3,2,54,3,3,1,4,1,0,1,"veiculo novo","nenhum","qualificado","1<=X<4","Atrasos anteriores","nao","alugada","Solteiro","<100\\n"
817,6,2,7,1338,3,3,1,2,3,4,62,3,1,1,4,1,0,1,"quitar divida","nenhum","qualificado","1<=X<4","existentes/pagos","nao","proria","Casado","500<=X<1000"
95,12,2,4,1318,4,NULL,4,4,3,4,54,3,1,1,999,1,1,1,"veiculo novo","nenhum",NULL,NULL,"existentes/pagos","nao","proria","Viuvo",">=1000"
823,36,2,3,2712,2,2,2,4,3,2,41,1,1,1,4,2,0,0,"moveis","banco","qualificado",">=7","existentes/pagos","nao","proria","Viuvo","<100\\n"
976,24,2,1,1258,3,3,3,1,3,3,57,3,1,1,999,1,0,1,"reforma","nenhum",NULL,"1<=X<4","existentes/pagos","nao","proria","Solteiro","500<=X<1000"
889,36,1,4,6614,2,2,4,4,3,4,34,3,1,2,1,1,1,1,"veiculo novo","nenhum","altamente qualificado/empresario",">=7","Critico-outros creditos","nao","proria","Viuvo","<100\\n"
890,28,5,5,7824,1,1,3,4,4,4,40,1,3,2,4,2,1,1,"veiculo usado","banco","qualificado","<1","todos pagos","sim","alugada","Viuvo","Desconhecido\\n"
891,27,1,6,2442,2,2,4,4,3,4,43,2,1,4,1,2,1,1,"abrir negocio","loja","altamente qualificado/empresario",">=7","Critico-outros creditos","nao","proria","Viuvo","<100\\n"
892,15,1,1,1829,2,2,4,4,3,4,46,3,1,2,4,1,1,1,"reforma","nenhum","qualificado",">=7","Critico-outros creditos","nao","proria","Viuvo","<100\\n"
893,12,1,4,2171,2,3,4,4,3,4,38,1,1,2,3,1,0,1,"veiculo novo","banco","nao qualificado","1<=X<4","Critico-outros creditos","nao","proria","Viuvo","<100\\n"
894,36,1,5,5800,2,3,3,4,3,4,34,3,1,2,4,1,1,1,"veiculo usado","nenhum","qualificado","1<=X<4","Critico-outros creditos","nao","proria","Viuvo","<100\\n"
895,18,1,1,1169,1,3,4,4,3,3,29,3,1,2,4,1,1,1,"reforma","nenhum","qualificado","1<=X<4","Critico-outros creditos","nao","proria","Viuvo","Desconhecido\\n"
897,21,2,1,2606,2,1,4,1,3,4,28,3,3,1,1,1,1,1,"reforma","nenhum","altamente qualificado/empresario","<1","existentes/pagos","nao","alugada","Solteiro","<100\\n"
898,12,1,3,1592,4,4,3,1,3,2,35,3,1,1,4,1,0,1,"moveis","nenhum","qualificado","4<=X<7","Critico-outros creditos","nao","proria","Solteiro",">=1000"
899,15,2,3,2186,1,4,1,1,3,4,33,1,3,1,3,1,0,1,"moveis","banco","nao qualificado","4<=X<7","existentes/pagos","nao","alugada","Solteiro","Desconhecido\\n"
900,18,2,3,4153,2,3,2,4,2,3,42,3,1,1,4,1,0,0,"moveis","nenhum","qualificado","1<=X<4","existentes/pagos","co requerente","proria","Viuvo","<100\\n"
901,16,1,4,2625,2,2,2,4,4,4,43,1,3,1,4,1,1,0,"veiculo novo","banco","qualificado",">=7","Critico-outros creditos","sim","alugada","Viuvo","<100\\n"
902,20,1,4,3485,1,1,2,2,3,4,44,3,1,2,4,1,1,1,"veiculo novo","nenhum","qualificado","<1","Critico-outros creditos","nao","proria","Casado","Desconhecido\\n"
903,36,1,5,10477,1,2,2,4,3,4,42,3,2,2,4,1,0,1,"veiculo usado","nenhum","qualificado",">=7","Critico-outros creditos","nao","de graca","Viuvo","Desconhecido\\n"
904,15,2,1,1386,1,3,4,3,3,2,40,3,3,1,4,1,1,1,"reforma","nenhum","qualificado","1<=X<4","existentes/pagos","nao","alugada","Divorciado","Desconhecido\\n"
995,12,2,4,2390,1,2,4,4,3,3,50,3,1,1,4,1,1,1,"veiculo novo","nenhum","qualificado",">=7","existentes/pagos","nao","proria","Viuvo","Desconhecido\\n"
905,24,2,1,1278,2,2,4,4,3,1,36,3,1,1,1,1,1,1,"reforma","nenhum","altamente qualificado/empresario",">=7","existentes/pagos","nao","proria","Viuvo","<100\\n"
906,12,2,1,1107,2,3,2,4,3,2,20,3,3,1,1,2,1,1,"reforma","nenhum","altamente qualificado/empresario","1<=X<4","existentes/pagos","nao","alugada","Viuvo","<100\\n"
907,21,2,4,3763,1,4,2,4,2,2,24,3,1,1,3,1,0,1,"veiculo novo","nenhum","nao qualificado","4<=X<7","existentes/pagos","co requerente","proria","Viuvo","Desconhecido\\n"
909,15,3,5,3594,2,1,1,1,3,2,46,3,1,2,3,1,0,1,"veiculo usado","nenhum","nao qualificado","<1","Atrasos anteriores","nao","proria","Solteiro","<100\\n"
910,9,2,4,3195,1,3,1,1,3,2,33,3,1,1,3,1,0,1,"veiculo novo","nenhum","nao qualificado","1<=X<4","existentes/pagos","nao","proria","Solteiro","Desconhecido\\n"
911,36,3,1,4454,2,3,4,1,3,4,34,3,1,2,4,1,0,1,"reforma","nenhum","qualificado","1<=X<4","Atrasos anteriores","nao","proria","Solteiro","<100\\n"
912,24,1,3,4736,2,1,2,1,3,4,25,1,1,1,3,1,0,0,"moveis","banco","nao qualificado","<1","Critico-outros creditos","nao","proria","Solteiro","<100\\n"
913,30,2,1,2991,1,2,2,1,3,4,25,3,1,1,4,1,0,1,"reforma","nenhum","qualificado",">=7","existentes/pagos","nao","proria","Solteiro","Desconhecido\\n"
914,11,2,6,2142,4,2,1,2,3,2,28,3,1,1,4,1,1,1,"abrir negocio","nenhum","qualificado",">=7","existentes/pagos","nao","proria","Casado",">=1000"
883,30,1,4,2181,1,2,4,4,3,4,36,3,1,2,4,1,0,1,"veiculo novo","nenhum","qualificado",">=7","Critico-outros creditos","nao","proria","Viuvo","Desconhecido\\n"
884,18,1,1,1098,2,5,4,1,3,4,65,3,1,2,2,1,0,1,"reforma","nenhum","desempregado","Desempregado","Critico-outros creditos","nao","proria","Solteiro","<100\\n"
499,18,2,1,1301,2,2,4,3,4,2,32,3,1,1,999,1,0,1,"reforma","nenhum",NULL,">=7","existentes/pagos","sim","proria","Divorciado","<100\\n"
505,24,2,4,1207,2,1,4,1,3,4,24,3,3,1,999,1,0,0,"veiculo novo","nenhum",NULL,"<1","existentes/pagos","nao","alugada","Solteiro","<100\\n"
834,24,2,1,5084,1,2,2,1,3,4,42,3,1,1,999,1,1,1,"reforma","nenhum",NULL,">=7","existentes/pagos","nao","proria","Solteiro","Desconhecido\\n"
885,24,2,3,4057,2,4,3,2,3,3,43,3,1,1,4,1,1,0,"moveis","nenhum","qualificado","4<=X<7","existentes/pagos","nao","proria","Casado","<100\\n"
886,12,2,2,795,2,1,4,1,3,4,53,3,1,1,4,1,0,0,"educacao","nenhum","qualificado","<1","existentes/pagos","nao","proria","Solteiro","<100\\n"
937,9,2,1,745,2,3,3,1,3,2,28,3,1,1,3,1,0,0,"reforma","nenhum","nao qualificado","1<=X<4","existentes/pagos","nao","proria","Solteiro","<100\\n"
938,6,2,1,2063,2,1,4,3,3,3,30,3,3,1,1,1,1,1,"reforma","nenhum","altamente qualificado/empresario","<1","existentes/pagos","nao","alugada","Divorciado","<100\\n"
939,60,2,2,6288,2,3,4,4,3,4,42,3,2,1,4,1,0,0,"educacao","nenhum","qualificado","1<=X<4","existentes/pagos","nao","de graca","Viuvo","<100\\n"
940,24,1,5,6842,1,3,2,4,3,4,46,3,1,2,1,2,1,1,"veiculo usado","nenhum","altamente qualificado/empresario","1<=X<4","Critico-outros creditos","nao","proria","Viuvo","Desconhecido\\n"
941,12,2,4,3527,1,1,2,4,3,3,45,3,1,1,1,2,1,1,"veiculo novo","nenhum","altamente qualificado/empresario","<1","existentes/pagos","nao","proria","Viuvo","Desconhecido\\n"
942,10,2,4,1546,2,3,3,4,3,2,31,3,1,1,3,2,0,1,"veiculo novo","nenhum","nao qualificado","1<=X<4","existentes/pagos","nao","proria","Viuvo","<100\\n"
944,4,1,4,1455,2,4,2,4,3,1,42,3,1,3,3,2,0,1,"veiculo novo","nenhum","nao qualificado","4<=X<7","Critico-outros creditos","nao","proria","Viuvo","<100\\n"
946,48,4,4,8358,3,1,1,1,3,1,30,3,1,2,4,1,0,1,"veiculo novo","nenhum","qualificado","<1","sem creditos/todos pagos","nao","proria","Solteiro","500<=X<1000"
947,24,5,3,3349,3,1,4,4,3,4,30,3,2,1,4,2,1,0,"moveis","nenhum","qualificado","<1","todos pagos","nao","de graca","Viuvo","500<=X<1000"
948,12,2,4,2859,1,5,4,4,3,4,38,3,1,1,1,1,1,1,"veiculo novo","nenhum","altamente qualificado/empresario","Desempregado","existentes/pagos","nao","proria","Viuvo","Desconhecido\\n"
949,18,2,3,1533,2,1,4,3,2,1,43,3,1,1,3,2,0,0,"moveis","nenhum","nao qualificado","<1","existentes/pagos","co requerente","proria","Divorciado","<100\\n"
950,24,2,1,3621,5,2,2,4,3,4,31,3,1,2,4,1,0,0,"reforma","nenhum","qualificado",">=7","existentes/pagos","nao","proria","Viuvo","100<=X<500"
951,18,1,6,3590,2,5,3,3,3,3,40,3,1,3,2,2,1,1,"abrir negocio","nenhum","desempregado","Desempregado","Critico-outros creditos","nao","proria","Divorciado","<100\\n"
952,36,3,6,2145,2,4,2,4,3,1,24,3,1,2,4,1,1,0,"abrir negocio","nenhum","qualificado","4<=X<7","Atrasos anteriores","nao","proria","Viuvo","<100\\n"
953,24,2,5,4113,3,1,3,1,3,4,28,3,3,1,4,1,0,0,"veiculo usado","nenhum","qualificado","<1","existentes/pagos","nao","alugada","Solteiro","500<=X<1000"
954,36,2,3,10974,2,5,4,1,3,2,26,3,1,2,1,1,1,0,"moveis","nenhum","altamente qualificado/empresario","Desempregado","existentes/pagos","nao","proria","Solteiro","<100\\n"
